Indicator Name,Country_Name,Country_Code,Region,IncomeGroup,1990_G,1990_C,1990_P,1991_G,1991_C,1991_P,1992_G,1992_C,1992_P,1993_G,1993_C,1993_P,1994_G,1994_C,1994_P,1995_G,1995_C,1995_P,1996_G,1996_C,1996_P,1997_G,1997_C,1997_P,1998_G,1998_C,1998_P,1999_G,1999_C,1999_P,2000_G,2000_C,2000_P,2001_G,2001_C,2001_P,2002_G,2002_C,2002_P,2003_G,2003_C,2003_P,2004_G,2004_C,2004_P,2005_G,2005_C,2005_P,2006_G,2006_C,2006_P,2007_G,2007_C,2007_P,2008_G,2008_C,2008_P,2009_G,2009_C,2009_P,2010_G,2010_C,2010_P,2011_G,2011_C,2011_P,2012_G,2012_C,2012_P,2013_G,2013_C,2013_P,2014_G,2014_C,2014_P,2015_G,2015_C,2015_P,2016_G,2016_C,2016_P,2017_G,2017_C,2017_P,2018_G,2018_C,2018_P,2019_G,2019_C,2019_P,2020_G,2020_C,2020_P
GDP per capita (current US$),Lebanon,LBN,Middle East & North Africa,Lower middle income,789.85,1.5644,"3,593,700","1,279.18",1.9199,"3,666,734","1,560.20",1.8747,"3,745,407","2,079.65",2.7041,"3,818,796","2,468.82",2.8997,"3,888,144","2,959.56",3.3601,"3,959,640","3,393.50",3.5009,"4,034,243","3,834.86",3.9263,"4,107,551","4,127.32",3.8900,"4,178,784","4,091.99",4.0082,"4,250,020","3,994.86",3.6274,"4,320,642","4,021.18",3.8483,"4,389,200","4,307.10",3.7863,"4,446,666","4,458.11",3.8658,"4,504,807","4,625.30",3.9082,"4,574,797","4,630.01",3.7215,"4,643,044","4,665.96",3.4394,"4,719,864","5,162.03",3.1270,"4,809,608","5,957.70",3.8150,"4,887,613","7,149.79",4.4238,"4,951,135","7,695.25",4.1764,"4,995,800","7,914.11",4.1972,"5,045,056","8,500.18",4.5324,"5,178,337","8,255.21",4.0932,"5,678,851","7,665.38",4.0085,"6,274,342","7,802.75",4.2221,"6,398,940","8,172.30",4.4347,"6,258,619","8,679.90",4.7749,"6,109,252","9,225.85",4.6046,"5,950,839","8,925.42",4.6553,"5,781,907","5,599.96",3.7922,"5,662,923"
GDP per capita (current US$),"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,751.19,1.5336,"57,214,630",637.90,1.5248,"58,611,032",697.73,1.5153,"59,989,142",758.83,1.5096,"61,382,200",826.72,1.4002,"62,775,847",937.54,1.4606,"64,166,908","1,031.49",1.5090,"65,565,195","1,170.80",1.5831,"66,993,728","1,239.35",1.6215,"68,446,011","1,297.57",1.6670,"69,907,887","1,398.86",1.6059,"71,371,371","1,327.10",1.7391,"72,854,261","1,144.53",1.7399,"74,393,759","1,056.94",1.7511,"75,963,322","1,016.25",1.8640,"77,522,427","1,133.11",2.0514,"79,075,310","1,332.34",2.1176,"80,629,670","1,586.47",2.2306,"82,218,755","1,941.90",2.2653,"83,844,783","2,212.22",2.3118,"85,501,064","2,509.77",2.2958,"87,252,413","2,645.62",2.3068,"89,200,054","3,059.14",2.3564,"91,240,376","3,088.89",2.2902,"93,377,890","3,196.86",2.2922,"95,592,324","3,370.38",2.3155,"97,723,799","3,331.61",2.3594,"99,784,030","2,439.97",2.4024,"101,789,386","2,531.20",2.2940,"103,740,765","3,017.26",2.0632,"105,618,671","3,571.56",1.9611,"107,465,134"
GDP per capita (current US$),Colombia,COL,Latin America & Caribbean,Upper middle income,"1,467.55",1.5142,"32,601,393","1,491.86",1.5358,"33,272,628","1,720.57",1.5675,"33,939,039","1,920.40",1.6369,"34,614,735","2,314.90",1.6295,"35,295,461","2,571.47",1.6693,"35,970,101","2,652.10",1.6175,"36,632,573","2,860.04",1.7386,"37,291,946","2,595.54",1.7149,"37,944,414","2,236.07",1.4493,"38,585,033","2,546.85",1.5044,"39,215,135","2,465.01",1.4958,"39,837,875","2,421.16",1.4182,"40,454,050","2,305.17",1.3814,"41,057,687","2,811.46",1.3592,"41,648,268","3,448.54",1.3782,"42,220,940","3,782.60",1.3605,"42,772,910","4,762.08",1.3788,"43,306,582","5,534.69",1.3762,"43,815,313","5,245.95",1.4142,"44,313,917","6,392.76",1.4313,"44,816,108","7,392.94",1.5399,"45,308,899","8,096.80",1.5338,"45,782,417","8,263.64",1.6810,"46,237,930","8,167.47",1.7158,"46,677,947","6,228.65",1.7194,"47,119,728","5,936.26",1.7538,"47,625,955","6,449.97",1.5651,"48,351,671","6,782.04",1.6104,"49,276,961","6,436.51",1.5778,"50,187,406","5,304.29",1.5523,"50,930,662"
GDP per capita (current US$),Ecuador,ECU,Latin America & Caribbean,Upper middle income,"1,458.33",1.4759,"10,449,837","1,589.75",1.4729,"10,686,279","1,657.86",1.5434,"10,914,222","1,701.16",1.5228,"11,132,829","2,001.18",1.6571,"11,347,652","2,113.26",1.8092,"11,561,683","2,142.33",2.0380,"11,775,221","2,349.22",2.0816,"11,987,838","2,293.66",2.0058,"12,199,693","1,582.76",1.7414,"12,412,046","1,451.53",1.7464,"12,626,507","1,904.81",1.8879,"12,845,521","2,184.21",1.8494,"13,070,609","2,438.34",1.8537,"13,301,184","2,703.57",1.9341,"13,534,593","3,014.31",2.0494,"13,770,012","3,340.84",2.1505,"14,009,061","3,579.03",2.1496,"14,251,835","4,260.43",2.1859,"14,496,797","4,240.70",2.3400,"14,742,766","4,640.25",2.4853,"14,989,585","5,202.66",2.4345,"15,237,728","5,678.46",2.3951,"15,483,883","6,050.35",2.5250,"15,722,989","6,374.63",2.6195,"15,957,994","6,130.59",2.5556,"16,195,902","6,079.09",2.4205,"16,439,585","6,246.40",2.3088,"16,696,944","6,321.35",2.3668,"17,015,672","6,233.26",2.2851,"17,343,740","5,645.20",1.9576,"17,588,595"
GDP per capita (current US$),Bolivia,BOL,Latin America & Caribbean,Lower middle income,685.94,1.4667,"7,096,194",737.52,1.5001,"7,244,891",763.26,1.5111,"7,394,419",760.12,1.3600,"7,544,489",777.42,1.2432,"7,693,722",856.37,1.1011,"7,841,471",925.85,1.0428,"7,989,367",973.96,1.1289,"8,137,619","1,025.41",1.0533,"8,286,928",981.75,0.9818,"8,439,052",977.33,0.9436,"8,592,656",930.88,0.8933,"8,746,084",888.20,0.9370,"8,900,583",892.36,0.9803,"9,057,378",951.95,1.0180,"9,216,279","1,018.31",1.0539,"9,377,388","1,200.07",1.1228,"9,542,663","1,351.04",1.2262,"9,711,152","1,687.58",1.2888,"9,880,593","1,725.15",1.3501,"10,051,317","1,922.06",1.4381,"10,223,270","2,304.98",1.5382,"10,396,246","2,562.47",1.6047,"10,569,697","2,853.80",1.6870,"10,743,349","3,022.46",1.7842,"10,916,987","2,975.65",1.8037,"11,090,085","3,013.50",1.8937,"11,263,015","3,280.01",1.8913,"11,435,533","3,471.01",1.8852,"11,606,905","3,472.38",1.8535,"11,777,315","3,068.81",1.5395,"11,936,162"
GDP per capita (current US$),St. Lucia,LCA,Latin America & Caribbean,Upper middle income,"4,073.26",1.3549,"142,301","4,253.91",1.3919,"144,268","4,603.70",1.5517,"146,420","4,608.60",1.6966,"148,595","4,740.30",1.8484,"150,561","5,008.03",1.9226,"152,348","5,123.69",2.0335,"153,969","5,184.34",2.0199,"155,454","5,593.75",2.2020,"156,855","5,825.07",2.2824,"158,256","5,846.98",2.2997,"159,500","5,558.07",2.4073,"160,594","5,562.46",2.3072,"161,799","6,055.97",2.4300,"163,047","6,494.60",2.5384,"164,239","6,866.09",2.4857,"165,386","7,618.91",2.5927,"166,470","7,975.79",2.6266,"167,518","8,528.68",2.6392,"168,576","8,259.32",2.6177,"169,688","8,672.22",2.9701,"170,935","9,110.75",2.9138,"172,145","9,231.58",2.9285,"173,124","9,542.71",2.9107,"173,978","10,007.14",2.8941,"174,804","10,290.37",2.8538,"175,623","10,574.39",2.8654,"176,413","11,270.47",2.9967,"177,163","11,563.83",2.9676,"177,888","11,773.43",2.9936,"178,583","8,951.52",2.7851,"179,237"
GDP per capita (current US$),"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,"1,173.26",1.3420,"2,385,435","1,110.97",1.3020,"2,452,675","1,163.53",1.2409,"2,520,958","1,034.75",1.0371,"2,594,168",662.88,0.7698,"2,669,220",771.61,0.9608,"2,742,309",902.05,1.1248,"2,816,595",807.89,1.1361,"2,875,037",663.73,1.3195,"2,937,166",780.59,1.3133,"3,016,659","1,029.96",1.3870,"3,134,030",859.44,1.3040,"3,254,101",910.87,0.8271,"3,331,158","1,023.09",0.9417,"3,424,653","1,314.41",0.9920,"3,543,012","1,810.59",1.1744,"3,672,839","2,116.87",1.2530,"3,813,323","2,219.91",1.0491,"3,956,329","2,848.65",1.0663,"4,089,602","2,283.95",1.1366,"4,257,230","2,962.76",1.2221,"4,437,884","3,415.06",1.1745,"4,584,216","3,753.86",1.1162,"4,713,257","3,719.65",1.1002,"4,828,066","3,623.81",1.0466,"4,944,861","2,455.35",1.1166,"5,064,386","2,107.50",1.0599,"5,186,824","2,227.72",1.0178,"5,312,340","2,715.24",1.1426,"5,441,062","2,508.94",1.2577,"5,570,733","2,011.27",1.2546,"5,702,174"
GDP per capita (current US$),Brazil,BRA,Latin America & Caribbean,Upper middle income,"3,065.24",1.3131,"150,706,446","2,656.50",1.3400,"153,336,445","2,505.38",1.3333,"155,900,790","2,766.35",1.3586,"158,440,875","3,393.14",1.3821,"160,980,472","4,704.96",1.4756,"163,515,328","5,121.91",1.5805,"166,037,122","5,240.13",1.6692,"168,546,707","5,049.76",1.6989,"171,039,804","3,456.42",1.7348,"173,486,281","3,726.81",1.7835,"175,873,720","3,142.24",1.7921,"178,211,881","2,824.72",1.7607,"180,476,685","3,056.65",1.7019,"182,629,278","3,623.22",1.7784,"184,722,043","4,773.27",1.7757,"186,797,334","5,866.02",1.7775,"188,820,682","7,323.19",1.8480,"190,779,453","8,801.76",1.9392,"192,672,317","8,569.90",1.7993,"194,517,549","11,249.29",2.0266,"196,353,492","13,200.56",2.1106,"198,185,302","12,327.51",2.2714,"199,977,707","12,258.57",2.4134,"201,721,767","12,071.40",2.5146,"203,459,650","8,783.22",2.3654,"205,188,205","8,680.74",2.1613,"206,859,578","9,896.72",2.1855,"208,504,960","9,121.02",2.0643,"210,166,592","8,845.32",2.0508,"211,782,878","6,923.70",1.9425,"213,196,304"
GDP per capita (current US$),Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,"1,305.25",1.2894,"854,011","1,299.45",1.2210,"889,712","1,388.68",0.9827,"925,165","1,423.45",0.8568,"953,451","1,488.14",1.5255,"953,737","1,781.71",1.4818,"953,573","1,646.22",1.1617,"973,587","1,732.77",1.1607,"990,734","1,568.82",1.1660,"1,005,158","1,519.97",1.2350,"1,018,370","1,686.66",1.0583,"1,030,496","1,481.16",1.0618,"1,041,396","1,362.97",1.0228,"1,050,809","2,075.56",0.9412,"1,058,797","2,599.15",0.9248,"1,065,764","2,964.97",0.9166,"1,071,886","3,053.93",0.9194,"1,077,735","3,200.51",0.9452,"1,084,008","3,022.46",0.9227,"1,089,870","3,270.14",0.9520,"1,094,886","4,035.53",0.7721,"1,099,920","4,360.96",0.7372,"1,105,371","4,396.58",0.7255,"1,111,444","4,111.13",0.8557,"1,118,319","3,928.52",0.8681,"1,125,865","3,583.31",0.8959,"1,133,936","3,339.99",0.9768,"1,142,524","3,824.05",0.9604,"1,151,390","4,021.45",0.9529,"1,160,428","3,818.54",0.9999,"1,169,613","3,372.90",0.9721,"1,180,655"
GDP per capita (current US$),Uruguay,URY,Latin America & Caribbean,High income,"2,983.24",1.2347,"3,117,012","3,574.11",1.3943,"3,135,374","4,083.46",1.5120,"3,153,732","4,729.93",1.4157,"3,171,747","5,478.02",1.3374,"3,189,945","6,014.92",1.4612,"3,208,300","6,358.16",1.6892,"3,226,633","7,386.51",1.7129,"3,245,069","7,780.68",1.7708,"3,262,683","7,314.49",2.0687,"3,278,963","6,932.48",1.6580,"3,292,224","6,331.16",1.4985,"3,300,939","4,115.15",1.3702,"3,306,441","3,638.94",1.3552,"3,310,202","4,130.10",1.6476,"3,313,801","5,233.46",1.6324,"3,317,665","5,942.13",1.9059,"3,322,282","7,149.37",1.7589,"3,328,651","9,328.07",2.3231,"3,336,126","9,780.74",2.2923,"3,344,156","12,512.59",1.8743,"3,352,651","14,975.56",2.2626,"3,361,637","16,087.25",2.5267,"3,371,133","18,140.89",2.1760,"3,381,180","18,131.58",1.9166,"3,391,662","16,950.75",1.9564,"3,402,818","16,837.94",1.9114,"3,413,766","18,995.40",1.7836,"3,422,200","19,026.05",1.9100,"3,427,042","18,098.36",1.9854,"3,428,409","15,650.50",1.8997,"3,429,086"
GDP per capita (current US$),Grenada,GRD,Latin America & Caribbean,Upper middle income,"2,807.75",1.1601,"99,047","3,014.87",1.2210,"99,758","3,069.68",1.2421,"101,040","3,032.23",1.2655,"102,173","3,151.10",1.3463,"103,174","3,288.22",1.4357,"104,060","3,499.53",1.6500,"104,846","3,715.72",1.7357,"105,549","4,198.72",1.8644,"106,200","4,512.22",1.9209,"106,823","4,840.68",1.8486,"107,432","4,821.78",1.9197,"107,936","4,992.44",1.9449,"108,231","5,435.15",2.0526,"108,740","5,470.60",1.9796,"109,516","6,308.67",2.0680,"110,254","6,295.28",2.1255,"110,988","6,790.63",2.2448,"111,725","7,343.45",2.3249,"112,478","6,810.44",2.3170,"113,249","6,760.97",2.3992,"114,039","6,775.75",2.2651,"114,918","6,900.77",2.4035,"115,912","7,205.25",2.7115,"116,945","7,726.38",2.1488,"117,972","8,379.62",2.2911,"118,980","8,849.51",2.3123,"119,966","9,309.26",2.3776,"120,921","9,574.31",2.6289,"121,838","9,887.92",2.8210,"122,724","8,437.54",2.6241,"123,663"
GDP per capita (current US$),Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,992.24,1.1026,"7,129,004","1,349.81",1.1307,"7,278,402","1,562.52",1.2953,"7,427,340","1,726.63",1.2566,"7,576,074","1,896.02",1.4421,"7,723,934","2,114.09",1.5051,"7,869,753","2,276.70",1.5886,"8,012,314","2,456.11",1.7795,"8,150,076","2,616.75",2.0063,"8,282,126","2,631.74",2.1155,"8,411,374","2,845.85",2.1861,"8,540,791","2,953.25",2.1898,"8,669,040","3,085.52",2.3745,"8,795,101","2,399.50",2.0993,"8,919,852","2,468.44",1.9111,"9,043,127","3,903.82",2.0394,"9,164,768","4,080.05",2.1939,"9,284,168","4,676.08",2.1938,"9,402,206","5,053.33",2.1612,"9,522,948","5,002.15",2.0374,"9,648,061","5,509.57",2.1155,"9,775,755","5,859.38",2.1117,"9,903,737","6,049.47",2.1615,"10,030,882","6,171.30",2.0958,"10,157,051","6,533.67",2.0862,"10,282,115","6,838.94",2.2670,"10,405,832","7,191.07",2.3361,"10,527,592","7,513.50",2.2120,"10,647,244","7,947.16",2.3562,"10,765,531","8,173.34",2.3686,"10,881,882","7,167.91",2.0802,"10,999,664"
GDP per capita (current US$),Mauritius,MUS,Sub-Saharan Africa,Upper middle income,"2,506.18",1.0995,"1,058,775","2,669.33",1.1694,"1,070,266","2,973.21",1.2203,"1,084,441","2,973.79",1.3387,"1,097,374","3,197.34",1.3607,"1,112,846","3,599.55",1.3822,"1,122,457","3,899.44",1.4234,"1,133,996","3,646.64",1.4145,"1,148,284","3,593.24",1.5439,"1,160,421","3,695.93",1.8706,"1,175,267","3,929.08",2.0490,"1,186,873","3,856.63",2.1446,"1,196,287","4,018.95",2.1688,"1,204,621","4,793.72",2.2653,"1,213,370","5,388.06",2.2689,"1,221,003","5,282.90",2.4114,"1,228,254","5,695.98",2.6776,"1,233,996","6,574.66",2.7389,"1,239,630","8,030.05",2.7865,"1,244,121","7,318.13",2.7443,"1,247,429","8,000.38",2.9285,"1,250,400","9,197.04",2.9056,"1,252,404","9,291.24",2.9660,"1,255,882","9,764.64",3.0327,"1,258,927","10,366.36",3.1314,"1,261,208","9,507.87",3.1364,"1,262,879","9,965.73",3.1933,"1,263,747","10,841.68",3.3002,"1,264,887","11,643.46",3.2664,"1,265,577","11,403.25",3.2968,"1,265,985","9,011.04",2.9385,"1,266,014"
GDP per capita (current US$),Panama,PAN,Latin America & Caribbean,High income,"2,626.14",1.0992,"2,449,968","2,827.56",1.2489,"2,502,044","3,148.45",1.4232,"2,554,382","3,368.20",1.4555,"2,607,499","3,518.95",1.5168,"2,661,385","3,524.88",1.6036,"2,716,067","3,561.29",1.5898,"2,771,606","3,775.57",1.6399,"2,827,992","4,012.05",1.9831,"2,885,177","4,121.56",1.7033,"2,943,120","4,099.01",1.7599,"3,001,731","4,084.26",2.0309,"3,061,024","4,163.52",1.7334,"3,120,990","4,304.11",1.7366,"3,181,608","4,629.03",1.7296,"3,243,311","4,953.13",2.1527,"3,305,868","5,385.56",2.2236,"3,368,573","6,205.82",2.1810,"3,431,614","7,197.11",2.0878,"3,495,276","7,618.44",2.4438,"3,559,343","8,124.56",2.5363,"3,623,617","9,403.44",2.7094,"3,688,674","10,767.29",2.7861,"3,754,862","11,932.29",2.6828,"3,821,556","12,837.25",2.7664,"3,888,793","13,669.56",2.6812,"3,957,099","14,382.23",2.6457,"4,026,336","15,185.97",2.4747,"4,096,063","16,156.07",2.3813,"4,165,255","16,472.83",3.0951,"4,232,532","13,293.33",2.2314,"4,294,396"
GDP per capita (current US$),Peru,PER,Latin America & Caribbean,Upper middle income,"1,194.55",0.9442,"22,109,099","1,520.68",0.8974,"22,583,006","1,560.55",0.9126,"23,047,248","1,481.34",0.9272,"23,513,882","1,871.39",0.9397,"23,983,258","2,180.57",1.0491,"24,449,055","2,218.32",1.1267,"24,907,304","2,292.40",1.1022,"25,365,386","2,149.70",1.0446,"25,818,226","1,911.74",1.1074,"26,252,239","1,941.32",1.0743,"26,654,439","1,925.98",0.9823,"27,014,909","2,003.97",1.0145,"27,334,503","2,126.14",0.9831,"27,623,341","2,393.67",1.1199,"27,893,911","2,702.24",1.1117,"28,147,267","3,123.32",1.0868,"28,381,078","3,572.36",1.1821,"28,600,387","4,184.89",1.3293,"28,806,185","4,164.97",1.4192,"29,009,326","5,047.20",1.5395,"29,229,572","5,826.83",1.6428,"29,477,721","6,475.72",1.6175,"29,749,589","6,697.19",1.6563,"30,038,809","6,614.83",1.7516,"30,353,951","6,180.12",1.7763,"30,711,863","6,163.86",1.8264,"31,132,779","6,676.31",1.7172,"31,605,486","6,912.10",1.6951,"32,203,944","6,955.88",1.7356,"32,824,861","6,063.63",1.3986,"33,304,756"
GDP per capita (current US$),Fiji,FJI,East Asia & Pacific,Upper middle income,"1,713.18",0.9136,"780,430","1,763.29",0.9189,"784,832","1,947.50",0.9638,"786,859","2,073.12",0.9441,"789,198","2,308.71",0.9400,"790,803","2,486.98",0.9488,"792,246","2,672.44",1.0151,"796,538","2,597.93",0.9768,"804,572","2,031.03",0.9414,"813,947","2,351.72",0.9549,"823,422","2,015.86",1.0049,"832,509","1,964.13",1.2366,"841,320","2,157.08",1.0319,"849,891","2,680.27",1.2076,"858,306","3,124.61",1.5226,"866,694","3,406.48",1.2242,"874,923","3,483.60",1.3589,"883,083","3,793.10",1.2674,"890,648","3,928.92",0.9628,"896,731","3,184.69",0.8506,"901,383","3,469.15",1.2443,"905,169","4,160.72",1.1623,"908,355","4,359.79",1.0905,"911,059","4,586.96",1.1680,"913,453","5,305.06",1.3255,"915,560","5,105.19",1.3779,"917,200","5,368.43",1.3051,"918,371","5,825.20",1.4484,"919,019","6,073.39",1.5095,"918,996","5,927.72",1.5172,"918,465","4,815.69",1.1171,"920,422"
GDP per capita (current US$),Costa Rica,CRI,Latin America & Caribbean,Upper middle income,"1,808.50",0.9091,"3,158,253","2,221.47",0.9451,"3,239,414","2,578.03",1.2488,"3,321,939","2,814.04",1.2277,"3,405,372","3,005.54",1.3902,"3,489,152","3,240.71",1.3462,"3,572,856","3,194.11",1.2381,"3,656,234","3,373.41",1.2018,"3,739,421","3,580.93",1.3124,"3,821,421","3,653.75",1.2903,"3,901,430","3,773.03",1.2432,"3,979,193","3,941.60",1.3379,"4,053,222","4,021.43",1.3397,"4,122,623","4,123.51",1.3844,"4,188,610","4,376.08",1.3976,"4,252,800","4,643.46",1.4537,"4,315,887","5,188.36",1.4977,"4,378,172","6,055.09",1.7123,"4,440,019","6,841.91",1.6694,"4,501,921","6,737.86",1.5775,"4,563,127","8,147.24",1.5372,"4,622,252","9,137.46",1.5878,"4,679,926","9,971.65",1.5722,"4,736,593","10,633.27",1.6234,"4,791,535","10,737.68",1.6168,"4,844,288","11,529.96",1.5398,"4,895,242","11,899.81",1.6195,"4,945,205","12,118.13",1.6367,"4,993,842","12,383.15",1.6201,"5,040,734","12,669.34",1.5648,"5,084,532","12,179.26",1.3600,"5,123,105"
GDP per capita (current US$),Dominica,DMA,Latin America & Caribbean,Upper middle income,"2,899.06",0.9024,"69,481","3,178.48",0.9068,"69,141","3,386.67",0.9087,"69,112","3,549.65",0.9556,"69,169","3,820.55",1.0029,"69,198","3,967.03",1.2008,"69,201","4,225.85",1.0077,"69,166","4,385.99",1.3187,"69,081","4,676.83",1.3476,"68,938","4,829.24",1.4891,"68,698","4,879.15",1.8333,"68,346","4,991.76",2.0410,"68,153","4,881.14",1.5470,"68,262","5,016.09",1.7752,"68,442","5,354.80",2.1043,"68,574","5,304.13",2.1609,"68,674","5,677.05",2.2592,"68,742","6,126.85",2.3846,"68,775","6,661.47",2.4091,"68,782","7,109.98",2.3813,"68,787","7,182.40",2.5089,"68,755","7,288.50",2.2126,"68,742","7,054.88",2.4242,"68,888","7,240.68",2.4906,"68,819","7,502.12",2.5947,"69,371","7,724.04",2.5840,"70,007","8,223.04",2.6044,"70,075","7,408.09",2.3522,"70,403","7,833.20",2.3340,"70,823","8,561.59",2.4374,"71,428","7,003.47",2.2613,"71,995"
GDP per capita (current US$),Morocco,MAR,Middle East & North Africa,Lower middle income,"1,219.42",0.8749,"24,570,814","1,282.58",0.9252,"24,988,083","1,317.33",0.9795,"25,400,676","1,217.43",0.9911,"25,806,777","1,348.54",1.0577,"26,201,551","1,455.95",1.0824,"26,599,048","1,585.72",1.0550,"26,999,093","1,416.90",1.0915,"27,397,118","1,658.47",1.1023,"27,791,825","1,627.14",1.1427,"28,176,997","1,492.38",1.1514,"28,554,415","1,500.36",1.2538,"28,930,097","1,590.49",1.2788,"29,301,817","1,936.09",1.2559,"29,661,270","2,177.80",1.3655,"30,033,125","2,237.58",1.4320,"30,431,902","2,433.21",1.4592,"30,833,022","2,751.42",1.4837,"31,232,633","3,180.17",1.5372,"31,634,992","3,118.14",1.5219,"32,042,877","3,067.85",1.5940,"32,464,865","3,302.45",1.6996,"32,903,699","3,164.00",1.7413,"33,352,169","3,377.64",1.7038,"33,803,527","3,430.53",1.7137,"34,248,603","3,139.23",1.7405,"34,680,458","3,132.95",1.7173,"35,107,264","3,288.50",1.7737,"35,528,115","3,492.67",1.7893,"35,927,511","3,498.58",1.9553,"36,304,408","3,258.27",1.8185,"36,688,772"
GDP per capita (current US$),Tonga,TON,East Asia & Pacific,Upper middle income,"1,150.28",0.8518,"98,727","1,335.23",0.9130,"99,010","1,380.88",0.7747,"99,260","1,391.97",0.8674,"99,492","1,965.20",0.9255,"99,731","2,089.20",0.9902,"99,977","2,216.68",0.8084,"100,195","2,135.86",0.9358,"100,658","1,889.67",0.9364,"101,343","1,953.37",1.1169,"101,982","1,996.52",1.0029,"102,603","1,754.84",0.9175,"103,210","1,760.67",0.9797,"103,804","1,937.04",1.1828,"104,410","2,195.99",1.1177,"105,036","2,478.43",1.1095,"105,633","2,751.96",1.2704,"106,190","2,799.37",1.1234,"106,638","3,221.08",1.1905,"106,932","2,915.49",1.2889,"107,144","3,416.11",1.0961,"107,383","3,852.14",0.9980,"107,611","4,378.57",1.0167,"107,502","4,208.19",1.0711,"107,089","4,125.43",1.0635,"106,626","4,117.93",1.0356,"106,122","3,978.44",1.1721,"105,707","4,367.26",1.2607,"105,415","4,649.61",1.2763,"105,150","4,878.98",1.5388,"104,951","4,605.97",1.1220,"105,254"
GDP per capita (current US$),Indonesia,IDN,East Asia & Pacific,Upper middle income,582.68,0.8144,"182,159,874",629.16,0.8757,"185,361,228",678.98,0.9091,"188,558,416",824.08,0.9653,"191,737,287",907.47,1.0218,"194,928,533","1,020.15",1.1289,"198,140,162","1,129.09",1.1755,"201,373,791","1,054.35",1.2763,"204,628,007",459.19,1.2639,"207,855,486",663.52,1.3246,"210,996,910",770.87,1.3109,"214,072,421",739.00,1.3912,"217,112,437",888.90,1.3885,"220,115,092","1,052.41",1.4967,"223,080,121","1,136.76",1.5103,"225,938,595","1,249.40",1.4954,"228,805,144","1,572.80",1.5724,"231,797,427","1,840.33",1.6178,"234,858,289","2,144.39",1.5808,"237,936,543","2,239.10",1.6229,"240,981,299","3,094.44",1.7029,"244,016,173","3,613.80",1.9255,"247,099,697","3,668.21",1.9255,"250,222,695","3,602.89",1.7704,"253,275,918","3,476.62",1.8914,"256,229,761","3,322.58",1.8876,"259,091,970","3,558.82",1.8483,"261,850,182","3,839.79",1.9486,"264,498,852","3,902.66",2.1268,"267,066,843","4,151.23",2.2453,"269,582,878","3,895.62",2.0717,"271,857,970"
GDP per capita (current US$),Lesotho,LSO,Sub-Saharan Africa,Lower middle income,331.52,0.7757,"1,798,997",384.98,0.7913,"1,829,509",447.15,0.8087,"1,858,507",443.17,0.8190,"1,885,478",459.66,0.8291,"1,910,642",518.02,0.8349,"1,934,079",483.92,0.8409,"1,955,098",505.94,0.8490,"1,972,579",467.59,0.8590,"1,985,639",457.70,0.8650,"1,994,243",443.95,0.8743,"1,998,630",412.96,0.8856,"1,999,473",388.37,0.9015,"1,997,534",580.94,0.9157,"1,993,030",761.18,0.9428,"1,985,384",850.78,0.9616,"1,977,424",910.62,0.9728,"1,976,780",848.08,0.9878,"1,983,465",885.66,1.0062,"1,995,014",866.48,1.0461,"2,009,169","1,104.81",1.0673,"2,022,747","1,265.86",1.4159,"2,037,677","1,205.86",1.4209,"2,054,718","1,141.36",1.0639,"2,073,939","1,165.05",1.1211,"2,095,242","1,113.84",1.0121,"2,118,521",994.24,0.9918,"2,143,872","1,062.46",1.1067,"2,170,617","1,162.98",1.0358,"2,198,017","1,061.22",1.0334,"2,225,702",917.36,1.0256,"2,254,100"
GDP per capita (current US$),Nigeria,NGA,Sub-Saharan Africa,Lower middle income,567.52,0.7643,"95,214,257",609.37,0.8387,"97,685,360",519.64,0.9164,"100,182,045",551.89,0.8391,"102,775,465",762.40,0.7427,"105,456,121","1,302.55",0.7964,"108,187,610","1,673.91",0.9033,"110,956,183","1,765.08",0.8669,"113,791,181","1,871.76",0.7601,"116,690,527",494.13,0.7270,"119,695,565",563.05,0.7913,"122,851,984",583.09,0.8081,"126,152,678",733.54,0.7118,"129,583,026",786.80,0.7587,"133,119,801",992.75,0.7219,"136,756,848","1,250.41",0.7027,"140,490,722","1,652.15",0.6150,"144,329,764","1,876.41",0.5470,"148,294,028","2,227.79",0.5705,"152,382,506","1,883.89",0.4914,"156,595,758","2,280.11",0.5595,"160,952,853","2,504.88",0.5741,"165,463,745","2,728.02",0.5605,"170,075,932","2,976.76",0.6188,"174,726,123","3,200.95",0.6401,"179,379,016","2,679.55",0.5856,"183,995,785","2,144.78",0.5874,"188,666,931","1,941.88",0.5606,"193,495,907","2,125.83",0.5728,"198,387,623","2,334.02",0.5880,"203,304,492","2,074.61",0.5375,"208,327,405"
