Indicator Name,Country_Name,Country_Code,Region,IncomeGroup,1990_G,1990_C,1990_P,1991_G,1991_C,1991_P,1992_G,1992_C,1992_P,1993_G,1993_C,1993_P,1994_G,1994_C,1994_P,1995_G,1995_C,1995_P,1996_G,1996_C,1996_P,1997_G,1997_C,1997_P,1998_G,1998_C,1998_P,1999_G,1999_C,1999_P,2000_G,2000_C,2000_P,2001_G,2001_C,2001_P,2002_G,2002_C,2002_P,2003_G,2003_C,2003_P,2004_G,2004_C,2004_P,2005_G,2005_C,2005_P,2006_G,2006_C,2006_P,2007_G,2007_C,2007_P,2008_G,2008_C,2008_P,2009_G,2009_C,2009_P,2010_G,2010_C,2010_P,2011_G,2011_C,2011_P,2012_G,2012_C,2012_P,2013_G,2013_C,2013_P,2014_G,2014_C,2014_P,2015_G,2015_C,2015_P,2016_G,2016_C,2016_P,2017_G,2017_C,2017_P,2018_G,2018_C,2018_P,2019_G,2019_C,2019_P,2020_G,2020_C,2020_P
GDP per capita (current US$),Oman,OMN,Middle East & North Africa,High income,"6,475.42",6.6052,"1,804,524","5,984.36",8.2952,"1,895,187","6,272.47",7.5166,"1,985,227","6,029.88",7.3246,"2,071,868","6,054.74",7.5905,"2,133,675","6,352.82",8.6853,"2,172,672","6,913.15",8.7707,"2,209,958","7,052.70",8.9170,"2,245,588","6,139.73",8.5621,"2,279,727","6,742.82",9.5041,"2,312,600","8,321.39",10.7134,"2,344,253","8,191.51",11.8048,"2,374,653","8,380.04",12.4694,"2,403,659","8,896.90",13.0369,"2,431,600","10,030.44",12.6605,"2,468,855","12,357.70",12.3307,"2,515,192","14,533.73",15.3036,"2,560,649","16,151.28",16.2192,"2,605,700","22,974.28",15.5843,"2,651,028","17,937.98",16.1611,"2,697,537","22,552.20",16.3351,"2,881,914","24,166.10",16.7204,"3,206,870","24,722.64",17.1257,"3,535,579","23,563.94",16.5105,"3,816,680","23,121.21",16.5583,"4,009,267","18,777.43",16.7308,"4,191,776","17,082.21",16.4157,"4,398,070","17,802.58",15.7718,"4,541,854","19,887.57",16.3796,"4,601,157","19,132.15",16.4564,"4,602,768","16,707.62",15.6362,"4,543,399"
GDP per capita (current US$),Malta,MLT,Middle East & North Africa,High income,"7,191.92",6.5353,"354,170","7,558.28",6.0757,"363,845","8,220.25",5.9004,"367,618","7,296.31",7.5579,"371,308","8,000.52",6.6890,"374,797","9,171.06",6.3028,"377,419","9,438.56",6.1181,"379,905","9,724.34",6.4516,"382,791","10,273.45",6.1629,"385,287","10,720.91",6.2160,"387,578","10,432.33",5.4583,"390,087","10,402.23",6.3331,"393,028","11,289.89",5.8550,"395,969","13,669.50",6.5432,"398,582","15,197.06",6.4745,"401,268","15,888.17",6.5037,"403,834","16,723.88",6.5397,"405,308","19,485.87",6.6768,"406,724","22,205.36",6.6547,"409,379","21,083.28",6.0849,"412,477","21,798.91",6.2402,"414,508","23,155.10",6.1814,"416,268","22,526.54",6.4653,"420,028","24,769.60",5.5673,"425,967","26,753.27",5.4223,"434,558","24,921.71",3.7234,"445,053","25,623.94",2.9698,"455,356","28,813.19",3.2504,"467,999","31,785.88",3.2035,"484,630","31,727.01",3.2905,"504,062","29,597.64",3.1256,"515,332"
GDP per capita (current US$),Hungary,HUN,Europe & Central Asia,High income,,6.4990,"10,373,988","3,350.26",6.2229,"10,373,400","3,735.11",5.5936,"10,369,341","3,873.99",5.6367,"10,357,523","4,173.37",5.5866,"10,343,355","4,494.71",5.5602,"10,328,965","4,525.04",5.6690,"10,311,238","4,596.18",5.5381,"10,290,486","4,744.21",5.5864,"10,266,570","4,793.48",5.6567,"10,237,530","4,624.28",5.3505,"10,210,971","5,276.03",5.5244,"10,187,576","6,655.33",5.4732,"10,158,608","8,419.43",5.7443,"10,129,552","10,301.70",5.5752,"10,107,146","11,223.40",5.5439,"10,087,065","11,489.56",5.5065,"10,071,370","13,940.91",5.3552,"10,055,780","15,772.33",5.2813,"10,038,188","13,077.31",4.7731,"10,022,650","13,217.50",4.7880,"10,000,023","14,234.47",4.7040,"9,971,727","12,984.84",4.3776,"9,920,362","13,715.07",4.1203,"9,893,082","14,294.26",4.1175,"9,866,468","12,717.04",4.4076,"9,843,028","13,104.70",4.5087,"9,814,023","14,621.24",5.0521,"9,787,966","16,425.21",5.0333,"9,775,564","16,786.21",4.8369,"9,771,141","16,125.61",4.5917,"9,750,149"
GDP per capita (current US$),Switzerland,CHE,Europe & Central Asia,High income,"39,574.54",6.4517,"6,715,519","39,544.49",6.7157,"6,799,978","40,713.69",6.6473,"6,875,364","39,237.12",6.2627,"6,938,265","43,091.78",6.0901,"6,993,795","50,113.83",6.1698,"7,040,687","48,092.64",6.2227,"7,071,850","41,584.44",6.0303,"7,088,906","42,680.59",6.2232,"7,110,001","41,695.69",6.2329,"7,143,991","38,865.02",6.0840,"7,184,250","39,638.79",6.2456,"7,229,854","42,458.74",5.9814,"7,284,753","49,335.75",6.1098,"7,339,001","54,659.46",6.1280,"7,389,625","56,242.89",6.1651,"7,437,115","59,011.03",6.0769,"7,483,934","64,989.16",5.7662,"7,551,117","74,175.19",5.8792,"7,647,675","71,568.31",5.6391,"7,743,831","76,531.37",5.7774,"7,824,909","90,476.76",5.2060,"7,912,398","85,836.21",5.3167,"7,996,861","87,304.33",5.3813,"8,089,346","88,724.99",4.8596,"8,188,649","83,806.45",4.7197,"8,282,396","82,153.07",4.7372,"8,373,338","82,254.38",4.5788,"8,451,840","85,217.37",4.4021,"8,514,329","84,121.93",4.3586,"8,575,280","85,897.78",4.0421,"8,638,167"
GDP per capita (current US$),Sweden,SWE,Europe & Central Asia,High income,"30,593.67",6.2329,"8,558,835","31,822.80",6.2938,"8,617,375","32,800.98",6.5465,"8,668,067","24,425.28",6.4810,"8,718,561","26,083.61",6.6610,"8,780,745","30,282.96",6.5970,"8,826,939","32,998.97",7.1991,"8,840,998","30,312.49",6.4867,"8,846,062","30,596.53",6.5940,"8,850,974","30,941.08",6.4649,"8,857,874","29,624.91",6.0051,"8,872,109","27,247.86",5.9013,"8,895,960","29,899.20",6.0531,"8,924,958","37,321.80",6.1622,"8,958,229","42,821.67",5.9591,"8,993,531","43,437.06",5.5465,"9,029,572","46,593.60",5.3670,"9,080,505","53,700.01",5.1436,"9,148,092","56,152.55",4.9919,"9,219,637","46,946.96",4.5987,"9,298,515","52,869.04",5.1167,"9,378,126","60,755.76",4.7043,"9,449,213","58,037.82",4.4117,"9,519,374","61,126.94",4.2069,"9,600,379","60,020.36",4.0215,"9,696,110","51,545.48",3.9922,"9,799,186","51,965.16",3.8991,"9,923,085","53,791.51",3.7949,"10,057,698","54,589.06",3.5297,"10,175,214","51,939.43",3.4016,"10,278,887","52,837.90",3.2430,"10,353,442"
GDP per capita (current US$),South Africa,ZAF,Sub-Saharan Africa,Upper middle income,"3,160.88",6.2094,"39,877,570","3,304.83",5.9223,"40,910,959","3,519.00",5.7178,"41,760,755","3,461.33",5.7953,"42,525,440","3,547.95",5.8262,"43,267,982","3,904.32",6.0076,"43,986,084","3,654.93",6.1360,"44,661,603","3,731.43",6.3726,"45,285,048","3,336.44",6.4598,"45,852,166","3,267.94",6.0018,"46,364,681","3,241.66",6.0766,"46,813,266","2,867.47",6.7837,"47,229,714","2,708.42",6.9505,"47,661,514","4,095.68",7.3390,"48,104,048","5,268.28",7.8248,"48,556,071","5,893.19",7.7043,"49,017,147","6,139.58",7.6727,"49,491,756","6,662.06",7.9439,"49,996,094","6,251.88",8.4466,"50,565,812","6,444.19",7.9020,"51,170,779","8,059.56",8.2176,"51,784,921","8,737.04",7.8081,"52,443,325","8,173.87",8.0346,"53,145,033","7,441.23",8.1164,"53,873,616","6,965.14",8.1912,"54,729,551","6,204.93",7.6072,"55,876,504","5,735.07",7.5446,"56,422,274","6,734.48",7.6837,"56,641,209","7,067.72",7.6674,"57,339,635","6,702.53",7.6889,"58,087,055","5,753.07",6.6876,"58,801,927"
GDP per capita (current US$),France,FRA,Europe & Central Asia,High income,"21,865.56",6.1383,"58,044,701","21,675.71",6.5011,"58,557,577","23,814.23",6.2643,"58,849,943","22,380.33",5.9135,"59,106,166","23,496.37",5.8063,"59,327,585","26,889.43",5.9164,"59,543,659","26,870.29",6.1576,"59,756,533","24,226.88",5.9887,"59,969,944","24,971.57",6.3327,"60,192,790","24,678.39",6.1980,"60,504,420","22,416.43",6.1265,"60,921,384","22,449.34",6.1411,"61,367,388","24,288.27",6.0044,"61,816,234","29,627.92",6.0530,"62,256,970","33,797.16",6.0263,"62,716,306","34,768.18",6.0267,"63,188,395","36,470.21",5.8424,"63,628,261","41,557.62",5.6708,"64,021,737","45,515.96",5.5640,"64,379,696","41,737.76",5.3141,"64,710,879","40,676.06",5.3504,"65,030,575","43,846.47",5.1271,"65,345,233","40,870.85",5.1524,"65,662,240","42,602.72",5.1279,"66,002,289","43,068.55",4.6148,"66,312,067","36,652.92",4.6759,"66,548,272","37,062.53",4.7035,"66,724,104","38,781.05",4.7479,"66,918,020","41,557.85",4.5705,"67,158,348","40,494.90",4.4602,"67,388,001","39,179.74",3.9537,"67,571,107"
GDP per capita (current US$),Mongolia,MNG,East Asia & Pacific,Lower middle income,"1,184.76",5.9998,"2,161,433","1,081.33",6.7080,"2,200,077",589.14,5.7494,"2,236,494",338.46,5.2207,"2,270,311",402.27,4.4857,"2,301,510",623.16,4.4094,"2,330,334",570.94,3.6870,"2,357,033",495.82,3.5767,"2,381,771",467.51,3.5543,"2,405,148",435.42,3.5440,"2,428,488",463.85,3.6706,"2,450,979",512.82,3.6279,"2,472,601",559.83,3.8501,"2,494,617",633.95,3.7005,"2,516,454",784.91,3.7673,"2,537,949",986.02,4.3208,"2,559,255","1,322.64",4.8113,"2,581,242","1,625.32",4.9974,"2,605,643","2,134.95",4.9260,"2,633,887","1,718.91",5.1143,"2,666,713","2,660.29",5.2955,"2,702,520","3,793.74",5.7324,"2,743,938","4,402.30",6.1387,"2,792,349","4,422.30",6.4616,"2,845,153","4,211.94",6.2429,"2,902,823","3,919.35",5.8354,"2,964,749","3,690.76",5.9985,"3,029,555","3,708.25",6.3228,"3,096,030","4,165.02",6.8097,"3,163,991","4,394.95",7.1608,"3,232,430","4,041.17",6.4306,"3,294,335"
GDP per capita (current US$),Cyprus,CYP,Europe & Central Asia,High income,"9,641.58",5.8227,"788,500","9,696.10",6.3938,"799,061","11,310.07",6.7615,"810,431","10,526.14",6.9442,"825,986","11,617.69",7.0791,"844,444","15,261.41",6.7809,"862,418","15,139.23",7.0578,"880,058","14,234.24",7.0252,"897,471","15,092.83",7.2267,"914,660","15,287.92",7.3756,"931,600","14,388.35",7.5168,"948,237","14,821.45",7.2470,"964,830","16,093.21",7.2985,"982,194","20,252.24",7.8314,"1,000,350","23,792.62",7.6361,"1,018,684","24,959.26",7.6184,"1,037,062","26,729.32",7.5792,"1,055,438","31,244.93",7.7356,"1,073,873","35,397.36",7.7726,"1,092,390","32,109.24",7.4494,"1,110,974","31,023.27",6.9917,"1,129,686","32,395.75",6.6673,"1,145,086","28,910.75",6.1379,"1,156,556","27,727.54",5.5080,"1,166,968","27,162.32",5.7875,"1,176,995","23,408.44",5.7711,"1,187,280","24,605.35",6.0266,"1,197,881","26,608.70",6.0911,"1,208,523","29,335.05",5.9062,"1,218,831","29,420.00",5.8519,"1,228,836","28,281.43",5.4720,"1,237,537"
GDP per capita (current US$),"Korea, Rep.",KOR,East Asia & Pacific,High income,"6,610.00",5.7775,"42,869,283","7,636.95",6.3469,"43,295,704","8,126.66",6.7900,"43,747,962","8,884.92",7.4128,"44,194,628","10,385.39",7.9360,"44,641,540","12,564.72",8.5469,"45,092,991","13,402.99",9.0059,"45,524,681","12,398.49",9.3929,"45,953,580","8,281.72",7.9195,"46,286,503","10,672.45",8.6209,"46,616,677","12,257.02",9.5140,"47,008,111","11,561.21",9.6405,"47,370,164","13,165.08",9.6758,"47,644,736","14,672.81",9.6866,"47,892,330","16,496.13",10.1057,"48,082,519","19,402.50",9.9825,"48,184,561","21,743.48",10.0716,"48,438,292","24,086.41",10.3463,"48,683,638","21,350.43",10.4969,"49,054,708","19,143.85",10.6806,"49,307,835","23,079.26",11.6078,"49,554,112","25,097.60",11.9848,"49,936,638","25,459.17",11.9585,"50,199,853","27,179.52",11.8900,"50,428,893","29,252.93",11.5887,"50,746,659","28,737.44",11.9147,"51,014,947","29,280.44",12.0162,"51,217,803","31,600.74",12.1915,"51,361,911","33,447.16",12.2165,"51,585,058","31,902.42",11.8253,"51,764,822","31,721.30",10.9900,"51,836,239"
GDP per capita (current US$),Uzbekistan,UZB,Europe & Central Asia,Lower middle income,651.42,5.7420,"20,510,000",652.81,5.6598,"20,952,000",603.35,5.2719,"21,449,000",596.98,5.2225,"21,942,000",576.45,4.8656,"22,377,000",585.93,4.3079,"22,785,000",600.60,4.2885,"23,225,000",623.00,4.2562,"23,667,000",623.22,4.8340,"24,051,000",702.48,4.7915,"24,311,650",558.23,5.0224,"24,650,400",456.71,5.0350,"24,964,450",383.34,5.1396,"25,271,850",396.38,4.7680,"25,567,650",465.12,4.8267,"25,864,350",546.78,4.5550,"26,167,000",654.28,4.8081,"26,488,250",830.41,4.5623,"26,868,000","1,082.29",4.7205,"27,302,800","1,213.27",4.1967,"27,767,400","1,742.35",4.4198,"28,562,400","2,051.13",4.3843,"29,339,400","2,267.62",3.7999,"29,774,500","2,419.72",3.6986,"30,243,200","2,628.46",3.4096,"30,757,700","2,753.97",3.1745,"31,298,900","2,704.68",3.3074,"31,847,900","1,916.76",3.3873,"32,388,600","1,604.26",3.4203,"32,956,100","1,795.20",3.5047,"33,580,350","1,759.31",3.3763,"34,232,050"
GDP per capita (current US$),"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,,5.7361,"20,799,523",,5.3485,"21,115,534",,4.6508,"21,439,991",,4.1987,"21,773,017",,3.7825,"22,105,225",,3.4952,"22,385,536",,3.0361,"22,614,347",,2.8929,"22,827,373",,2.6459,"23,023,636",,2.8708,"23,204,498",,3.0737,"23,367,059",,3.1636,"23,512,522",,3.0120,"23,638,411",,3.0586,"23,781,707",,3.1034,"23,948,930",,3.2230,"24,100,982",,3.2571,"24,235,761",,2.6947,"24,356,506",,2.9765,"24,469,047",,2.2479,"24,581,509",,2.0939,"24,686,435",,1.4969,"24,783,789",,1.5463,"24,887,770",,1.1051,"25,001,819",,1.2427,"25,126,131",,0.9938,"25,258,015",,1.1078,"25,389,611",,2.1275,"25,516,321",,1.9550,"25,638,149",,2.1568,"25,755,441",,2.0271,"25,867,467"
GDP per capita (current US$),Armenia,ARM,Europe & Central Asia,Upper middle income,634.57,5.5799,"3,556,539",572.16,5.7191,"3,617,631",356.08,3.0090,"3,574,555",347.47,1.4388,"3,457,349",389.83,0.8026,"3,373,713",441.89,1.0343,"3,322,782",484.09,0.7523,"3,298,898",501.16,1.0162,"3,271,418",584.38,1.0777,"3,240,550",575.63,0.9679,"3,206,030",603.30,1.1239,"3,168,523",676.15,1.1496,"3,133,133",765.32,1.0044,"3,105,037",910.17,1.1334,"3,084,102","1,166.64",1.2277,"3,065,745","1,608.16",1.4639,"3,047,246","2,109.53",1.4833,"3,026,486","3,064.28",1.7323,"3,004,393","3,908.95",1.9057,"2,983,421","2,917.37",1.5217,"2,964,296","3,143.03",1.4719,"2,946,293","3,462.68",1.6856,"2,928,976","3,643.72",1.9615,"2,914,421","3,833.16",1.8962,"2,901,385","4,017.23",1.8959,"2,889,930","3,666.14",1.8563,"2,878,595","3,679.95",1.7680,"2,865,835","4,042.00",1.8834,"2,851,923","4,391.92",2.0138,"2,836,557","4,828.50",2.1966,"2,820,602","4,505.87",2.4047,"2,805,608"
GDP per capita (current US$),Spain,ESP,Europe & Central Asia,High income,"13,804.88",5.5304,"38,867,322","14,811.90",5.6998,"38,966,376","16,112.19",5.9342,"39,157,685","13,339.91",5.5405,"39,361,262","13,415.29",5.7764,"39,549,108","15,471.96",6.0560,"39,724,050","16,109.08",5.7687,"39,889,852","14,730.80",6.2062,"40,057,389","15,394.35",6.3698,"40,223,509","15,720.64",6.8909,"40,386,875","14,749.69",7.2302,"40,567,864","15,369.00",7.2163,"40,850,412","17,106.69",7.5487,"41,431,558","21,510.84",7.5533,"42,187,645","24,907.00",7.8179,"42,921,895","26,429.15",8.0292,"43,653,155","28,389.08",7.6981,"44,397,319","32,591.35",7.8423,"45,226,803","35,510.72",7.0565,"45,954,106","32,169.50",6.2147,"46,362,946","30,532.48",5.8858,"46,576,897","31,677.90",5.8933,"46,742,697","28,322.95",5.7785,"46,773,055","29,077.18",5.2294,"46,620,045","29,513.65",5.2060,"46,480,882","25,754.36",5.5389,"46,444,832","26,537.16",5.3406,"46,484,062","28,185.32",5.6816,"46,593,236","30,379.72",5.5211,"46,797,754","29,581.52",5.1318,"47,134,837","26,984.30",4.2796,"47,365,655"
GDP per capita (current US$),Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,,5.3324,"4,494,310",,4.7621,"4,502,386",,3.7343,"4,275,730",,3.3995,"3,942,981",333.78,0.8406,"3,762,330",497.68,0.8984,"3,750,527",712.95,1.0717,"3,907,751",907.15,2.0982,"4,047,748","1,000.42",2.6150,"4,115,059","1,128.40",2.5322,"4,153,014","1,332.21",3.3391,"4,179,350","1,382.77",3.2810,"4,194,932","1,602.56",3.4670,"4,198,410","2,031.40",3.5546,"4,183,757","2,451.58",3.7587,"4,142,860","2,741.08",3.9629,"4,094,297","3,170.17",4.4135,"4,058,086","3,936.93",4.7128,"4,007,876","4,846.79",5.2648,"3,943,392","4,542.31",5.3097,"3,877,750","4,506.93",5.4689,"3,811,088","4,980.90",6.3418,"3,743,142","4,688.35",5.9766,"3,674,374","5,025.24",6.0394,"3,617,559","5,196.97",5.4625,"3,571,068","4,654.61",5.5696,"3,524,324","4,917.26",6.4225,"3,480,986","5,327.39",6.5967,"3,440,027","6,024.49",6.6515,"3,400,129","6,094.72",6.2857,"3,360,711","6,095.10",6.3123,"3,318,407"
GDP per capita (current US$),Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,609.17,5.1836,"4,391,200",575.64,4.5754,"4,463,600",513.04,3.0483,"4,515,400",449.07,2.2319,"4,516,700",372.31,1.4495,"4,515,100",364.23,1.0074,"4,560,400",394.86,1.2446,"4,628,400",376.43,1.2093,"4,696,400",345.14,1.2628,"4,769,000",258.05,0.9885,"4,840,400",279.62,0.9479,"4,898,400",308.41,0.8012,"4,945,100",321.73,0.9949,"4,990,700",380.51,1.1064,"5,043,300",433.23,1.0888,"5,104,700",476.55,1.0280,"5,162,600",543.11,1.0276,"5,218,400",721.77,1.2287,"5,268,400",966.39,1.3991,"5,318,700",871.22,1.2510,"5,383,300",880.04,1.1737,"5,447,900","1,123.88",1.3946,"5,514,600","1,177.98",1.8095,"5,607,200","1,282.44",1.6531,"5,719,600","1,279.77",1.6877,"5,835,500","1,121.08",1.7235,"5,956,900","1,120.67",1.5915,"6,079,500","1,242.77",1.5229,"6,198,200","1,308.14",1.7883,"6,322,800","1,451.52",1.5516,"6,456,200","1,256.93",1.3800,"6,579,900"
GDP per capita (current US$),"Venezuela, RB",VEN,Latin America & Caribbean,,"2,461.04",5.1457,"19,750,579","2,642.78",4.9932,"20,226,214","2,918.61",4.9809,"20,700,461","2,835.69",5.0721,"21,172,100","2,699.46",4.9226,"21,640,833","3,500.63",5.1583,"22,107,286","3,125.24",5.3976,"22,572,110","3,725.99",5.5384,"23,037,561","3,886.04",5.5012,"23,503,819","4,087.83",5.2347,"23,966,960","4,795.63",5.3839,"24,427,729","4,940.11",5.4582,"24,880,203","3,667.20",5.5564,"25,330,929","3,243.37",5.2661,"25,782,029","4,287.63",5.3230,"26,226,927","5,456.32",5.5261,"26,668,785","6,769.87",5.4436,"27,102,081","8,369.24",5.1730,"27,525,097","11,310.78",5.4096,"27,933,833","11,641.80",5.3864,"28,327,892","13,692.91",5.7148,"28,715,022","10,877.11",5.5004,"29,096,159","12,937.93",6.1461,"29,470,426","12,433.98",6.0467,"29,838,021","15,975.73",5.9363,"30,193,258",,5.3432,"30,529,716",,4.8946,"30,741,464",,4.5737,"30,563,433",,4.3640,"29,825,653",,3.7106,"28,971,683",,2.5450,"28,490,453"
GDP per capita (current US$),Suriname,SUR,Latin America & Caribbean,Upper middle income,940.99,4.2640,"412,756","1,077.21",4.9179,"415,981",964.43,4.8938,"419,521","1,015.13",4.8779,"422,375","1,419.52",4.8513,"426,548","1,591.73",4.8047,"434,490","1,940.75",4.7530,"443,834","2,045.59",4.7064,"452,887","2,405.74",4.6160,"461,749","1,883.89",4.5694,"470,458","1,978.45",3.0907,"478,998","1,711.71",3.1198,"487,394","2,206.27",2.2508,"495,666","2,529.26",2.4494,"503,780","2,906.73",2.7282,"510,572","3,474.12",3.2685,"516,220","5,031.16",2.9295,"522,023","5,562.33",2.6732,"527,946","6,616.82",2.7260,"533,938","7,176.86",2.6793,"539,987","7,999.51",3.1953,"546,080","8,009.25",3.5366,"552,146","8,922.96",4.3748,"558,111","9,124.54",4.0603,"563,947","9,199.18",4.5991,"569,682","8,907.84",4.7337,"575,475","5,705.40",5.0819,"581,453","6,112.88",4.1601,"587,559","6,730.84",3.6154,"593,715","6,690.04",4.4258,"600,301","4,796.53",4.2851,"607,065"
GDP per capita (current US$),Croatia,HRV,Europe & Central Asia,High income,,4.2579,"4,777,368",,3.1446,"4,689,022",,3.2849,"4,575,818",,3.3772,"4,600,463",,3.1954,"4,652,024","4,930.34",3.3448,"4,620,030","5,298.89",3.3474,"4,557,097","5,330.33",3.7640,"4,534,920","5,711.49",4.0880,"4,532,135","5,267.51",4.1026,"4,512,597","4,952.38",4.0361,"4,468,302","5,364.01",4.4646,"4,299,642","6,219.47",4.7131,"4,302,174","8,192.32",5.0211,"4,303,399","9,723.38",4.9000,"4,304,600","10,446.36",4.9755,"4,310,145","11,505.40",5.0099,"4,311,159","13,762.46",5.3065,"4,310,217","15,898.80",5.0412,"4,309,705","14,421.17",4.7166,"4,305,181","13,693.50",4.5298,"4,295,427","14,655.87",4.4451,"4,280,622","13,439.66",4.0780,"4,267,558","13,979.19",3.9971,"4,255,689","14,001.16",3.8308,"4,238,389","12,098.51",3.9495,"4,203,604","12,579.92",4.0430,"4,174,349","13,592.25",4.2206,"4,124,531","15,040.04",4.0201,"4,087,843","15,120.90",4.0645,"4,065,253","14,269.91",3.8607,"4,047,680"
GDP per capita (current US$),North Macedonia,MKD,Europe & Central Asia,Upper middle income,"2,299.04",4.2028,"2,044,174","2,424.91",4.1163,"2,036,686","1,207.54",4.1290,"2,018,023","1,343.32",4.3266,"1,996,893","1,795.55",4.2123,"1,982,458","2,372.54",4.1864,"1,983,964","2,327.73",4.9455,"1,994,226","1,959.56",4.3999,"1,996,869","1,875.82",4.8076,"2,007,523","1,915.39",4.4020,"2,017,142","1,861.90",4.2056,"2,026,350","1,823.02",4.2610,"2,034,882","1,989.14",4.0237,"2,020,157","2,440.48",4.3562,"2,026,773","2,795.90",4.2029,"2,032,544","3,072.68",4.3605,"2,036,855","3,362.97",4.3392,"2,040,228","4,079.39",4.5646,"2,043,559","4,841.25",4.4555,"2,046,898","4,584.71",4.1510,"2,050,671","4,577.69",4.0533,"2,055,004","5,098.09",4.4483,"2,058,539","4,728.31",4.2691,"2,061,044","5,241.05",3.8091,"2,064,032","5,495.73",3.6000,"2,067,471","4,861.56",3.4499,"2,070,226","5,149.59",3.3596,"2,072,490","5,450.50",3.5846,"2,074,502","6,108.74",3.3477,"2,076,217","6,070.39",3.8311,"2,076,694","5,965.45",3.2794,"2,072,531"
GDP per capita (current US$),Gabon,GAB,Sub-Saharan Africa,Upper middle income,"6,055.06",4.1699,"983,028","5,349.45",4.5115,"1,009,995","5,390.54",4.3683,"1,037,446","4,109.90",4.3692,"1,065,390","3,832.09",4.2204,"1,093,611","4,419.79",4.6446,"1,121,964","4,948.75",5.0461,"1,150,601","4,514.99",4.7168,"1,179,806","3,705.82",5.2811,"1,209,832","3,758.16",4.8582,"1,240,764","3,991.16",4.7764,"1,272,935","3,844.56",4.7649,"1,306,590","3,976.65",4.4387,"1,341,696","4,724.25",4.6695,"1,378,398","5,483.14",4.2983,"1,417,110","6,570.96",4.1542,"1,458,353","6,873.45",3.6186,"1,502,534","8,036.92",3.1883,"1,549,774","9,732.23",3.2954,"1,599,978","7,325.91",3.1493,"1,653,542","8,399.60",3.3675,"1,711,105","10,273.80",3.2593,"1,772,500","9,348.51",3.0500,"1,836,705","9,250.08",3.0439,"1,902,226","9,255.37",3.0313,"1,966,855","7,090.45",3.0149,"2,028,517","6,722.20",3.0600,"2,086,206","6,975.70",2.4973,"2,140,215","7,694.91",2.3359,"2,192,012","7,523.86",2.3518,"2,242,785","6,680.08",2.3333,"2,292,573"
GDP per capita (current US$),Portugal,PRT,Europe & Central Asia,High income,"7,884.62",4.1138,"9,983,218","8,958.99",4.2938,"9,960,235","10,810.57",4.6997,"9,952,494","9,534.66",4.5955,"9,964,675","9,977.32",4.7343,"9,991,525","11,781.36",5.0561,"10,026,176","12,185.09",4.8433,"10,063,945","11,575.51",5.0383,"10,108,977","12,199.21",5.4724,"10,160,196","12,475.29",6.0881,"10,217,828","11,526.37",5.9924,"10,289,898","11,734.76",5.9235,"10,362,722","12,936.69",6.2963,"10,419,631","15,797.78",5.7868,"10,458,821","18,064.16",5.9261,"10,483,861","18,780.13",6.2336,"10,503,330","19,839.45",5.7448,"10,522,288","22,811.06",5.5770,"10,542,964","24,949.04",5.3839,"10,558,177","23,151.22",5.3272,"10,568,247","22,520.64",4.8176,"10,573,100","23,217.30",4.7234,"10,557,560","20,563.71",4.5859,"10,514,844","21,653.20",4.4519,"10,457,295","22,103.70",4.4160,"10,401,062","19,250.11",4.8129,"10,358,076","19,991.97",4.7160,"10,325,452","21,490.43",5.1720,"10,300,300","23,562.55",4.8096,"10,283,822","23,330.82",4.3324,"10,286,263","22,242.41",3.7849,"10,297,081"
GDP per capita (current US$),Barbados,BRB,Latin America & Caribbean,High income,"7,772.81",3.8797,"258,868","7,789.39",3.8551,"259,402","7,520.79",3.5577,"260,212","7,905.68",3.3596,"260,995","8,220.28",3.5519,"261,712","8,451.96",3.6088,"262,303","8,994.32",3.7310,"262,793","9,491.48",4.0594,"263,224","10,685.26",4.3130,"263,642","11,173.95",4.5755,"264,170","11,560.25",4.4892,"264,657","11,510.04",4.5852,"265,377","11,658.63",4.5272,"266,455","11,998.18",4.6725,"267,499","12,828.44",4.7679,"268,505","14,173.75",4.9210,"269,477","15,595.64",4.9833,"270,425","17,219.02",5.0360,"271,444","17,551.86",5.9383,"272,635","16,309.89",5.8428,"273,791","16,494.24",5.3929,"274,711","16,902.49",5.5039,"275,486","16,704.92",5.3137,"276,197","16,923.59",5.1992,"276,865","16,964.75",4.6202,"277,493","17,023.69",4.5654,"278,083","17,381.37",4.6322,"278,649","17,881.56",4.2265,"279,187","18,271.25",4.5414,"279,688","19,063.10",4.1661,"280,180","16,882.50",3.9049,"280,693"
